country,BGR,BGR,BGR,BGR,BGR,BGR,BGR,BGR,BGR,BGR,BGR,BGR,BGR,BGR,BGR,BGR,BGR,BGR,BGR,BGR,BGR,BGR,BGR,BGR,BGR,BGR,BGR,BGR,BGR,BGR,BGR,BGR,BGR,BGR,BGR,BGR,BGR,BGR,BGR,BGR,BGR,BGR,BGR,BGR,BGR,BGR,BGR,BGR,BGR,BGR,BGR,BGR,BGR,BGR,BGR,BGR,BGR,BGR,BGR,BGR,BGR,BGR,BGR,BGR,BGR,BGR,BGR,BGR,BGR,BGR,BGR,BGR,BGR,BGR,BGR,BGR,BGR,BGR,BGR,BGR,BGR,BGR,BGR,BGR,BGR,BGR,BGR,BGR,BGR,BGR,BGR,BGR,BGR,BGR,BGR,BGR,BGR,BGR,BGR,BGR
1998-05,-10.5,-23.2,-10.1,-36.3,65.3,22.5,33.1,25.1,-45.9,9.9,-19.8,-10.2,-18.5,11.1,-49.0,29.6,-0.6,12.8,-45.7,,,,,,,1.7745,,,,,,,5.2416,2.1203,-0.412155138969677,74.2697156382596,8.44351133950487,8.44351148934973,5.895774,5.89577417177385,-0.384068740972412,95.6774970638463,9.29776761541151,9.29776783917509,3.02465,3.02465011133317,,,,,,,,,,,,,,,,,,80.7,,80.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998-06,-15.0,-22.3,-10.3,-34.2,64.3,27.7,40.4,28.5,-45.9,11.0,-17.2,-11.5,-18.5,8.8,-51.8,26.3,2.3,8.1,-50.4,,,,,,,1.7906,,,,,,,5.1573,2.621,0.811416310776701,56.4361685718232,8.51202330303011,8.51202351877662,6.058238,6.05823812927942,0.908417617240652,71.2578431579436,9.38223008848985,9.3822304002363,3.160709,3.16070909349852,,,,,,,,,,,,,,,,,,83.0,,83.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998-07,-10.9,-19.5,-7.2,-31.9,55.7,18.2,22.5,18.9,-23.9,-0.8,-16.0,-12.6,-19.2,10.2,-48.5,20.8,-5.5,7.7,-45.8,,,,,,,1.7992,,,,,,,5.2,2.4368,2.14404010842771,38.9437136631875,8.69452463066332,8.69452471705799,6.152073,6.15207299007481,3.52273607782013,48.6190094745643,9.71274148530633,9.71274161544963,3.242544,3.24254399158455,,,,,,,,,,,,,,,,,,84.1,,84.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998-08,-18.0,-23.7,-7.6,-39.8,49.8,14.5,25.4,18.4,-27.2,1.7,-15.4,-10.6,-19.1,8.3,-48.8,25.2,-5.6,10.2,-47.6,,,,,,,1.789,,,,,,,5.1484,2.9081,1.90689523410403,26.834303173122,8.86032022145166,8.86032019451556,6.291076,6.29107597008366,3.16318619773252,31.9587853976218,10.0199738638527,10.019973717651,3.363256,3.36325591129175,,,,,,,,,,,,,,,,,,68.3,,68.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998-09,-16.1,-21.8,-8.3,-35.2,49.4,3.6,35.4,17.8,-30.5,-19.3,-14.5,-8.8,-19.1,2.9,-47.8,24.3,-21.5,8.3,-46.7,,,,,,,1.7073,,,,,,,5.0885,2.7644,-0.636060416786641,20.8139855473774,8.8039631928372,8.8039632049577,6.072927,6.07292704493745,0.372536347585162,23.8339050933206,10.057301899339,10.0573017617677,3.267153,3.2671529972715,,,,,,,,,,,,,,,,,,112.4,,112.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998-10,-16.5,-24.6,-10.4,-38.9,31.6,11.7,29.3,19.0,-33.9,-21.2,-16.0,-16.3,-30.5,7.3,-55.8,14.1,-15.5,3.2,-50.1,,,,,,,1.6389,,,,,,,5.1407,3.0827,-2.14625334310752,15.6495541022891,8.61500771581727,8.61500785034534,6.025713,6.02571314203186,-2.58062300804387,17.607870865759,9.79776064045316,9.7977607185151,3.19215,3.19215005346997,,,,,,,,,,,,,,,,,,94.5,,94.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998-11,-14.4,-21.8,-8.0,-35.5,46.8,7.8,34.2,19.2,-33.6,-4.3,-15.6,-16.0,-30.5,6.6,-53.9,12.5,-18.0,-2.6,-58.9,,,,,,,1.6792,,,,,,,5.2107,2.1203,1.52264186370222,13.0998844147077,8.74618346006622,8.74618356643593,6.257146,6.25714600536294,0.867864792042426,14.2659685421213,9.88279193035898,9.88279203419966,3.323211,3.32321101426021,,,,,,,,,,,,,,,,,,104.4,,104.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998-12,-19.8,-23.5,-7.8,-39.2,49.1,9.0,32.9,19.4,-33.2,1.4,-16.2,-20.2,-30.5,11.6,-62.2,13.4,-21.4,0.7,-63.6,,,,,,,1.6701,,,,,,,5.0321,2.6005,5.05582245721132,12.2565303356952,9.18837529249718,9.18837507933672,6.646713,6.64671269319348,7.88612743735288,13.9791946320674,10.6621619946943,10.6621616083852,3.70596,3.70595973027485,,,,,,,,,,,,,,,,,,110.8,,110.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-01,-19.1,-24.5,-11.5,-37.5,47.3,1.2,34.7,17.8,-32.9,3.5,-17.5,-19.7,-30.3,12.7,-61.0,14.5,-21.1,10.4,-64.7,,,,,,,1.6851,,,,,,,5.0804,2.4777,0.00488144261422047,9.6565946885992,9.1888238929069,9.1888236045934,6.257776,6.25777589982033,0.284457245903913,13.2198805884468,10.6924913079353,10.6924908996502,3.343206,3.34320599977,,,,,,,,,,,,,,,,,,95.7,,95.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-02,-21.2,-29.4,-14.9,-43.9,40.6,10.3,38.2,22.7,-32.6,3.4,-19.7,-18.1,-30.2,11.2,-66.4,23.1,-29.1,3.2,-67.8,,,,,,,1.7453,,,,,,,4.9711,2.3448,-2.19531210386792,8.36529136159112,8.98710039374958,8.98710024779869,6.363419,6.36341889316879,-4.37855708195941,13.1674368164692,10.2243141041105,10.2243140821257,3.397308,3.39730798498292,,,,,,,,,,,,,,,,,,85.0,,85.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-03,-27.1,-32.0,-13.8,-50.2,29.6,18.0,30.9,20.4,-32.2,3.9,-12.4,-22.1,-30.2,16.9,-69.3,20.0,-27.1,0.7,-67.4,,,,,,,1.7974,,,,,,,4.861,2.7337,0.249929233550245,7.48922159080331,9.00956174505747,9.00956163856641,6.28932,6.28931995523133,0.269534973048463,12.0407439258484,10.2518721417681,10.2518721843314,3.361374,3.36137404232213,,,,,,,,,,,,,,,,,,100.8,,100.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-04,-27.1,-33.9,-15.5,-52.3,27.5,17.2,27.5,19.1,-31.9,0.3,-12.7,-26.9,-43.2,18.1,-68.1,5.5,-18.4,1.8,-64.9,,,,,,,1.8286,,,,,,,4.718,2.4266,-0.381418232061951,5.85886927824522,8.9751975295452,8.97519752784806,6.315159,6.31515904034581,0.0970462422000361,9.9447627669209,10.2618211272919,10.2618212410414,3.403867,3.40386703191266,,,,,,,,,,,,,,,,,,107.4,,107.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-05,-31.2,-33.4,-16.4,-50.4,23.5,20.5,31.4,22.1,-31.6,-5.0,-14.4,-28.9,-43.2,23.8,-69.7,6.9,-21.9,7.0,-64.3,,,,,,,1.8435,,,,,,,4.5013,2.1713,-0.164336295891076,6.12229321869449,8.96044783289951,8.96044802068188,6.268606,6.26860622133363,0.000577677959436504,10.3692918431852,10.261880284242,10.261880521321,3.361413,3.36141312362872,,,,,,,,,,,,,,,,,,141.4,,141.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-06,-25.1,-33.8,-18.1,-49.5,35.1,12.1,21.4,15.5,-31.3,1.5,-12.9,-23.8,-43.1,16.4,-68.5,13.7,-13.5,7.0,-62.4,,,,,,,1.8847,,,,,,,4.4497,3.2474,-0.653777830163207,4.579910739236,8.90186631590419,8.90186659803936,6.232889,6.23288917286517,-1.90642373077542,7.29053931126197,10.0662452167119,10.0662455958387,3.274892,3.27489212557398,,,,,,,,,,,,,,,,,,140.0,,140.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-07,-21.7,-32.4,-16.4,-48.4,51.0,24.5,26.8,21.9,-30.9,-1.1,-14.4,-24.4,-25.9,19.7,-66.0,12.4,-9.4,21.3,-60.4,,,,,,,1.8899,,,,,,,4.7823,2.8773,0.660071422377269,3.06055324601137,8.96062513687097,8.96062527551117,6.351125,6.35112501980055,0.30278706452396,3.95339735307788,10.0967246975954,10.0967248853861,3.381507,3.38150699748563,,,,,,,,,,,,,,,,,,101.6,,101.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-08,-25.6,-30.3,-15.7,-44.9,51.2,21.3,33.2,20.2,-30.6,4.4,-6.0,-21.7,-25.8,14.9,-63.7,13.4,-13.2,19.6,-62.9,,,,,,,1.8447,,,,,,,4.771,3.4535,2.43750374948735,3.59716862445878,9.17904084365445,9.17904085257926,6.539625,6.53962499064741,2.90470568600243,3.69293692785987,10.3900051369974,10.3900050272319,3.468241,3.46824092938451,,,,,,,,,,,,,,,,,,115.7,,115.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-09,-14.5,-31.4,-15.3,-47.6,32.7,23.9,24.9,19.2,-30.3,5.0,-8.9,-20.7,-25.6,9.8,-64.3,11.9,-1.4,20.2,-60.9,,,,,,,1.8637,,,,,,,4.6987,2.0694,3.12980243480773,7.5234695590799,9.46632668222681,9.46632669667529,6.75458,6.75458002749253,3.08679980130998,6.49699030096618,10.7107237833121,10.7107236817686,3.592945,3.59294500288249,,,,,,,,,,,,,,,,,,109.5,,109.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-10,-20.7,-29.0,-16.2,-41.8,35.3,19.8,27.5,20.2,-29.9,-2.9,-13.4,-17.0,-25.1,7.5,-62.8,19.3,-13.2,26.9,-56.0,,,,,,,1.8266,,,,,,,4.4419,2.7542,1.74108294378696,11.7949450946604,9.63114318481935,9.63114329619425,6.771088,6.77108812673032,1.62974212155182,11.0996805276456,10.8852807744832,10.8852808571334,3.58332,3.58332005080376,,,,,,,,,,,,,,,,,,101.0,,101.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-11,-27.7,-32.4,-14.0,-50.8,19.9,23.6,36.0,23.0,-29.6,4.6,-9.3,-17.1,-24.9,9.7,-58.8,17.2,-14.9,28.1,-56.2,,,,,,,1.8922,,,,,,,4.4573,2.5493,2.40233575599713,12.7636485147432,9.86251561073796,9.86251569531005,7.079512,7.07951198979894,2.74424089187097,13.1663921178082,11.1839991027559,11.1839991856099,3.789879,3.7898790029948,,,,,,,,,,,,,,,,,,103.1,,103.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-12,-34.8,-36.5,-14.0,-59.0,35.7,21.8,24.4,19.5,-29.3,10.6,-12.4,-14.6,-24.6,4.1,-59.8,20.0,-2.8,35.7,-55.0,,,,,,,1.9349,,,,,,,4.46,2.304,5.51985119973928,13.2617225176808,10.4069121457201,10.4069118862421,7.535621,7.53562064343365,6.16914933659568,11.3653800542247,11.8739572291914,11.8739567971738,4.038184,4.03818371131705,,,,,,,,,,,,,,,,,,98.4,,98.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-01,-36.2,-40.3,-17.9,-62.6,37.7,24.9,29.1,20.9,-28.9,7.2,-8.9,-10.9,-28.8,-2.6,-56.6,21.2,0.1,12.3,-54.6,,,,,,,1.9295,,,,,,,4.2287,0.813,2.6472278996199,16.2543435466922,10.6824069141585,10.6824065611836,7.466408,7.46640785843233,1.78256071683039,13.029016344255,12.0856177628076,12.0856172865737,3.929419,3.92941897382897,,,30.6,33.5,30.6,33.5,97.4,70.7,97.4,70.7,,,61.5,63.9,61.5,63.9,132.5,140.7,132.5,140.7,55.9,68.5,55.8953420548288,68.4942921423214,45.5,54.7,45.4962086492792,54.6954420464961,,,43.3,53.3,43.2963919673361,53.2955587034414,30.0,42.2,29.997500208316,42.1964836263645,,,,,,30.5,35.0,30.5,35.0,17.2,19.9,17.1985667861012,19.8983418048496,,,
2000-02,-43.9,-43.4,-20.0,-66.9,27.7,23.9,37.9,22.8,-28.6,6.5,-6.6,-16.0,-28.3,4.5,-61.4,17.8,-2.9,15.1,-57.0,,,,,,,1.989,,,,,,,3.3748,1.328,0.372471199442997,19.3065076987172,10.7221956343076,10.7221954490314,7.591499,7.59149887893533,-0.619229432294803,17.4727173948818,12.0107796704502,12.0107795872607,3.988846,3.98884597044232,0.298507462686568,,27.7,33.6,27.7,33.6,82.9,68.9,82.9,68.9,-0.78247261345853,,62.8,63.4,62.8,63.4,128.8,135.3,128.8,135.3,64.6,69.4,64.5946171152404,69.3942171485709,53.4,57.2,53.3955503708024,57.1952337305224,1.87617260787993,,49.6,54.3,49.5958670110824,54.2954753770519,32.3,38.5,32.2973085576202,38.4967919340055,,,,1.71428571428572,,32.7,35.6,32.7,35.6,18.7,20.5,18.698441796517,20.4982918090159,,,
2000-03,-36.3,-38.3,-17.6,-59.1,40.5,41.2,38.6,28.5,-28.3,12.7,-5.8,-15.1,-27.7,7.4,-57.4,19.6,1.3,18.1,-56.8,,,,,,,2.0284,,,,,,,3.3026,2.7132,1.60650558019448,20.9209565824441,10.8944482227392,10.8944481172394,7.708314,7.70831397042862,2.05845688410041,19.5685635375313,12.2580162837241,12.2580163065088,4.092413,4.09241304367563,1.19047619047619,,34.7,34.0,34.7,34.0,83.2,71.3,83.2,71.3,1.73501577287066,,68.3,64.5,68.3,64.5,131.1,133.8,131.1,133.8,82.8,75.7,82.7931005749521,75.6936921923173,59.2,56.4,59.1950670777435,56.395300391634,0.184162062615083,,56.9,54.4,56.8952587284393,54.395467044413,45.8,44.6,45.7961836513624,44.5962836430298,,,,-0.561797752809005,,35.1,35.4,35.1,35.4,20.4,20.7,20.3983001416549,20.698275143738,,,
2000-04,-38.6,-37.4,-17.9,-56.9,42.4,33.2,34.3,24.7,-28.0,9.7,-6.6,-12.8,-21.6,5.3,-60.7,27.8,9.2,9.1,-55.6,,,,,,,2.068,,,,,,,3.6107,3.0724,0.730807436269944,22.2710198875365,10.9740655386293,10.9740655542208,7.703311,7.70331104897386,-0.236397904425127,19.1702557039964,12.2290384792651,12.2290386128361,3.969742,3.96974204348177,1.47058823529412,,35.3,34.5,35.3,34.5,54.6,62.3,54.6,62.3,-4.8062015503876,,56.8,61.4,56.8,61.4,112.6,119.8,112.6,119.8,66.3,70.5,66.2944754603783,70.4941254895425,56.6,56.4,56.5952837263561,56.395300391634,-1.65441176470588,,50.6,53.5,50.595783684693,53.4955420381635,39.5,40.9,39.496708607616,40.8965919506708,,,,0.564971751412446,,33.8,35.6,33.8,35.6,19.4,20.5,19.3983834680443,20.4982918090159,,,
2000-05,-40.0,-38.2,-18.5,-57.8,40.5,24.5,42.6,24.6,-27.7,8.1,-6.8,-12.7,-20.7,4.0,-56.0,22.0,6.0,4.7,-55.7,,,,,,,2.1597,,,,,,,3.5355,3.1033,-0.953492628270141,21.3045220847405,10.8694284249677,10.8694286481397,7.561365,7.56136526197198,-3.90648542530262,14.5142255101828,11.7513127369631,11.751313001771,3.777466,3.77746613023053,0.579710144927537,,32.3,34.7,32.3,34.7,46.8,62.5,46.8,62.5,0.814332247557004,,57.6,61.9,57.6,61.9,109.0,115.4,109.0,115.4,69.7,70.0,69.6941921506541,69.9941671527372,56.3,55.2,56.295308724273,55.1954003833014,1.30841121495329,,54.2,54.2,54.1954837096909,54.1954837096909,43.2,43.6,43.196400299975,43.5963669694192,,,,-1.68539325842697,,34.0,35.0,34.0,35.0,20.1,20.6,20.0983251395717,20.598283476377,,,
2000-06,-37.6,-39.6,-19.9,-59.2,39.2,33.1,41.5,26.9,-27.4,18.0,-6.0,-19.9,-19.6,8.5,-63.9,12.6,-4.0,8.8,-50.8,,,,,,,2.0608,,,,,,,3.7087,4.2922,-0.485695442983552,21.5097553910744,10.8166359894501,10.8166363285174,7.629171,7.62917121174541,-1.00230802136178,15.5696882037942,11.6335282157087,11.6335286489389,3.892091,3.89209115452506,0.28818443804033,,37.0,34.8,37.0,34.8,49.0,64.4,49.0,64.4,0.484652665589661,,61.1,62.2,61.1,62.2,103.5,107.8,103.5,107.8,77.2,70.9,77.1935672027331,70.8940921589867,58.9,54.9,58.8950920756604,54.8954253812182,0.73800738007379,,58.5,54.6,58.4951254062162,54.5954503791351,49.7,45.0,49.6958586784435,44.996250312474,,,,1.14285714285713,,35.5,35.4,35.5,35.4,21.2,21.2,21.1982334805433,21.1982334805433,,,
2000-07,-38.8,-38.1,-17.8,-58.5,30.6,26.4,39.5,23.9,-27.2,18.1,-5.8,-16.3,-18.0,11.3,-54.4,16.8,-0.7,6.8,-51.5,,,,,,,2.0817,,,,,,,3.6926,2.7952,6.23727662648812,28.2421650798547,11.4912996748355,11.4912998580082,8.508841,8.50884104288531,7.48447208216842,23.844484174649,12.5042366109329,12.5042368528398,4.351492,4.35149200403398,2.87356321839081,,36.3,35.8,36.3,35.8,48.9,62.1,48.9,62.1,-1.12540192926045,,58.9,61.5,58.9,61.5,110.5,113.9,110.5,113.9,71.8,70.6,71.7940171652362,70.5941171569036,55.6,54.5,55.5953670527456,54.495458711774,-1.09890109890109,,54.9,54.0,54.8954253812182,53.9955003749688,42.9,42.1,42.8964252978918,42.0964919590034,,,,-0.282485875706215,,35.4,35.3,35.4,35.3,21.1,21.2,21.0982418131822,21.1982334805433,,,
2000-08,-35.1,-41.0,-21.0,-61.1,44.1,20.7,25.7,16.0,-27.0,0.5,-1.6,-17.3,-16.2,1.1,-65.9,15.1,-7.6,10.0,-51.6,,,,,,,2.1636,,,,,,,3.5581,3.7531,7.1177774172257,34.1014295713521,12.3092249691589,12.3092250042472,8.777839,8.77783900359463,6.91378715735963,28.6693619440814,13.3687532453844,13.3687531744973,4.462035,4.46203494824778,0.0,,39.4,35.8,39.4,35.8,53.4,63.5,53.4,63.5,2.4390243902439,,61.9,63.0,61.9,63.0,117.1,118.1,117.1,118.1,74.9,72.2,74.8937588534289,72.1939838346804,59.4,58.5,59.3950504124656,58.4951254062161,3.14814814814815,,56.9,55.7,56.8952587284393,55.6953587201067,38.3,40.2,38.2968085992834,40.1966502791434,,,,-0.283286118980155,,35.9,35.2,35.9,35.2,21.8,21.5,21.7981834847096,21.4982084826264,,,
2000-09,-36.6,-41.2,-24.3,-58.1,42.5,23.0,29.2,19.7,-27.0,8.7,-6.7,-10.9,-14.0,1.4,-47.4,16.1,-12.4,10.7,-51.2,,,,,,,2.2468,,,,,,,3.9127,3.4432,1.97879500229314,32.604755103804,12.5527993262217,12.5527993334523,8.850909,8.85090900370746,0.965493071883572,26.021620585449,13.4978276430305,13.4978275601943,4.436586,4.43658599614685,1.67597765363129,,35.2,36.4,35.2,36.4,55.8,66.0,55.8,66.0,1.58730158730159,,62.8,64.0,62.8,64.0,116.6,113.4,116.6,113.4,72.1,71.3,72.0939921673194,71.2940588284309,59.2,59.1,59.1950670777435,59.0950754103825,1.61579892280072,,57.8,56.6,57.7951837346888,56.5952837263562,44.8,42.3,44.7962669777518,42.2964752937255,,,,1.13636363636364,,36.4,35.6,36.4,35.6,23.0,22.1,22.9980834930423,22.0981584867928,,,
2000-10,-48.3,-50.1,-29.0,-71.1,9.0,13.3,14.2,18.1,-27.1,7.9,-26.9,-8.7,-25.3,-4.2,-46.7,16.4,-2.0,8.0,-48.3,,,,,,,2.2871,,,,,,,4.1206,3.5051,4.82999190280508,36.6307002205358,13.1590984453593,13.1590985248334,9.629306,9.62930610491324,0.514451584133633,24.6386521943559,13.567267284484,13.5672673479013,4.507814,4.50781404466226,1.37362637362638,,38.5,36.9,38.5,36.9,66.2,70.3,66.2,70.3,2.34375,,67.3,65.5,67.3,65.5,141.9,126.7,141.9,126.7,76.4,74.6,76.3936338638447,74.5937838513457,62.8,59.8,62.7947671027414,59.7950170819098,0.353356890459349,,59.2,56.8,59.1950670777435,56.7952670610782,40.8,40.5,40.7966002833097,40.4966252812266,,,,0.0,,37.6,35.6,37.6,35.6,24.0,22.4,23.9980001666528,22.3981334888759,,,22.5048851528223
2000-11,-42.0,-50.2,-28.6,-71.7,2.4,18.5,20.4,20.9,-23.9,-1.3,-23.8,-10.0,-24.3,2.4,-43.3,15.6,-10.8,7.6,-49.6,,,,,,,2.2841,,,,,,,4.5443,4.0949,4.11085040993456,38.9102922999659,13.7000493019564,13.7000493804852,9.610603,9.61060300225698,0.327825217347666,21.7073074279775,13.611744209858,13.6117442715727,4.465908,4.46590799502108,0.271002710027101,,39.8,37.0,39.8,37.0,76.3,65.9,76.3,65.9,-2.29007633587786,,68.7,64.0,68.7,64.0,117.4,106.9,117.4,106.9,73.3,73.2,73.293892175652,73.193900508291,61.9,57.9,61.894842096492,57.8951754020498,1.76056338028169,,60.5,57.8,60.4949587534372,57.7951837346888,43.4,41.1,43.3963836346971,41.0965752853929,,,,0.842696629213468,,37.8,35.9,37.8,35.9,24.1,22.7,24.0979918340138,22.6981084909591,3.99737876802098,,23.4044906536888
2000-12,-42.7,-51.0,-30.5,-71.5,-0.6,17.3,23.8,19.8,-21.1,-3.6,-18.3,-12.2,-23.2,-0.6,-48.0,10.8,-7.3,5.3,-48.2,,,,,,,2.1806,,,,,,,4.6174,2.4061,1.18144782226683,33.1990552727349,13.8619086021656,13.8619083155404,9.856616,9.85661559206602,3.22467798945829,18.3319042934683,14.0506796782159,14.0506791930795,4.797188,4.7971876841111,0.540540540540556,,35.6,37.2,35.6,37.2,104.1,72.1,104.1,72.1,4.53125,,77.3,66.9,77.3,66.9,124.4,116.1,124.4,116.1,85.9,80.1,85.8928422631447,80.0933255562036,62.0,66.2,61.994833763853,66.1944837930172,2.07612456747404,,63.8,59.0,63.794683776352,58.9950837430214,59.9,44.9,59.8950087492709,44.8962586451129,,,,0.835654596100295,,41.1,36.2,41.1,36.2,25.7,22.7,25.6978585117907,22.6981084909591,-3.92474570168332,,22.4859239127572
2001-01,-19.0,-42.6,-36.4,-48.9,-0.1,13.4,20.0,16.8,-19.2,-1.6,-17.2,-10.7,-22.1,-0.1,-49.3,17.1,-16.4,6.5,-54.1,,,,,,,2.0848,,,,,,,4.4203,0.6821,2.05163270721446,32.4261876700076,14.1463041723839,14.1463037603861,10.009999,10.009998826123,3.97003298383574,20.8750487881724,14.6084963466715,14.6084957914977,4.833656,4.83365594880689,0.268817204301061,11.3432835820895,34.9,37.3,34.9,37.3,96.8,70.7,96.8,70.7,-2.24215246636772,2.34741784037559,63.7,65.4,63.7,65.4,99.6,104.4,99.6,104.4,64.4,76.0,64.3946337805183,75.9936671944004,48.2,56.9,48.1959836680277,56.8952587284393,1.52542372881356,12.3827392120075,49.5,59.9,49.4958753437214,59.8950087492709,30.2,41.5,30.1974835430381,41.4965419548371,,,,-1.38121546961326,2.0,31.2,35.7,31.2,35.7,19.2,22.2,19.1984001333222,22.1981501541538,-2.80146163215592,,21.8559893817056
2001-02,-12.6,-28.3,-15.7,-40.9,-0.6,7.6,25.2,17.1,-9.7,-3.8,-18.6,-11.8,-20.2,2.7,-55.9,23.2,-11.2,9.2,-58.3,,,,,,,2.1223,,,,,,,4.1021,1.9166,1.25388394970221,33.5890775429552,14.3236821985126,14.3236819927137,10.10572,10.1057198816049,0.320296732732451,22.0177776117336,14.6552864604773,14.6552863262192,4.828035,4.8280349616019,3.485254691689,14.8809523809524,31.7,38.6,31.7,38.6,91.8,76.8,91.8,76.8,2.29357798165138,5.5205047318612,64.1,66.9,64.1,66.9,110.5,116.7,110.5,116.7,63.7,71.2,63.6946921089909,71.1940671610699,53.5,57.9,53.4955420381635,57.8951754020498,-5.5091819699499,4.23572744014732,50.6,56.6,50.595783684693,56.5952837263562,38.8,46.1,38.7967669360887,46.0961586534456,,,,-0.280112044817927,0.0,32.5,35.6,32.5,35.6,20.2,22.3,20.1983168069328,22.2981418215149,-9.3792172739541,,19.8060686502231
2001-03,-12.0,-23.8,-13.8,-33.8,6.3,4.3,28.5,17.8,-8.0,-2.7,-20.6,-10.7,-18.1,-2.8,-50.7,15.8,-5.5,2.2,-48.7,,,,,,,2.1513,,,,,,,4.1616,3.1753,1.06776286876641,32.8807553598263,14.4766250315306,14.4766249504721,10.224787,10.2247870012697,0.781510375123766,20.4911018230595,14.7698188663234,14.7698189093627,4.909163,4.90916306568412,0.259067357512954,13.8235294117647,39.6,38.7,39.6,38.7,80.2,69.3,80.2,69.3,-4.18535127055308,-0.620155038759708,67.6,64.1,67.6,64.1,105.3,107.5,105.3,107.5,81.1,74.2,81.0932422298142,74.1938171819015,57.3,54.5,57.2952253978835,54.495458711774,0.530035335689033,4.59558823529412,59.5,56.9,59.4950420798267,56.8952587284393,42.2,41.5,42.1964836263645,41.4965419548371,,,,1.12359550561796,1.69491525423729,35.4,36.0,35.4,36.0,22.1,22.4,22.0981584867928,22.3981334888759,-9.07350281884906,,18.0089644529419
2001-04,-9.7,-10.0,8.7,-28.8,1.8,4.0,30.8,17.4,-6.3,-8.0,-17.2,-9.1,-16.0,-1.2,-44.9,16.4,9.9,1.6,-47.0,,,,,,,2.1919,,,,,,,4.283,3.8462,-0.938913265872358,30.6781149384142,14.3407019556442,14.3407019983615,9.914834,9.91483405546251,1.4150487791408,22.4856632294757,14.9788188540319,14.978819051521,4.965821,4.96582106340954,3.10077519379845,15.6521739130435,40.3,39.9,40.3,39.9,63.5,71.5,63.5,71.5,-0.312012480499203,4.07166123778502,59.5,63.9,59.5,63.9,103.4,110.1,103.4,110.1,66.7,72.2,66.6944421298225,72.1939838346804,55.3,55.2,55.2953920506624,55.1954003833014,-2.28471001757468,3.92523364485982,52.9,55.6,52.8955920339972,55.5953670527456,43.4,44.9,43.3963836346971,44.8962586451129,,,,-0.555555555555556,0.561797752808974,33.9,35.8,33.9,35.8,21.7,22.8,21.6981918173486,22.7981001583201,-3.310715956949,,17.4127387931171
2001-05,12.8,-19.7,-7.6,-31.8,3.3,5.3,21.1,14.9,-6.4,-6.4,-18.4,-12.3,-14.3,2.8,-46.0,11.9,1.8,2.7,-47.3,,,,,,,2.2339,-16.9,0.2,22.4,,,,4.4303,3.66,-0.159097902670187,31.7262084857092,14.3178859963934,14.317886242254,10.192745,10.1927452865627,1.25525348519466,29.0650772166516,15.1668408771431,15.1668411997062,5.033119,5.03311914812699,-0.751879699248121,14.1210374639769,36.9,39.6,36.9,39.6,54.3,71.5,54.3,71.5,1.72143974960877,5.0080775444265,60.8,65.0,60.8,65.0,104.7,110.7,104.7,110.7,75.2,74.6,75.193733855512,74.5937838513457,56.4,55.1,56.395300391634,55.0954087159403,2.33812949640287,4.98154981549814,57.1,56.9,57.0952420631614,56.8952587284393,43.9,44.5,43.8963419715024,44.4962919756687,,,,2.2346368715084,4.57142857142858,35.9,36.6,35.9,36.6,23.3,23.6,23.2980584951254,23.5980334972086,-10.8408953418028,,15.5250420044138
